OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,FullBath,YearBuilt
7,2104,2.0,1226.0,1226,2,1910
5,1248,0.0,624.0,624,2,1920
5,960,2.0,960.0,960,1,1958
3,1020,0.0,1020.0,1020,1,1918
6,1827,1.0,848.0,1017,1,1924
3,1162,1.0,728.0,728,1,1930
5,1324,1.0,741.0,741,1,1930
5,816,1.0,816.0,816,1,1925
6,2486,2.0,1595.0,1611,2,1962
4,1430,2.0,596.0,834,2,1924
5,1330,1.0,396.0,665,1,1910
5,819,0.0,610.0,819,1,1919
6,984,1.0,984.0,984,1,1930
5,1422,1.0,806.0,1081,1,1951
6,1921,2.0,1921.0,1921,2,1964
5,1640,2.0,0.0,1640,1,1950
5,1032,1.0,0.0,1032,1,1935
5,879,1.0,830.0,879,1,1936
7,1073,1.0,1073.0,1073,2,2004
5,1064,2.0,1064.0,1064,1,1967
6,934,1.0,912.0,934,1,1964
5,1059,1.0,1059.0,1059,1,1966
5,1458,2.0,1176.0,1458,1,1967
6,1040,2.0,960.0,1040,1,1978
5,1967,2.0,1967.0,1967,2,1977
5,1949,2.0,1949.0,1949,2,1977
5,872,1.0,872.0,872,1,1924
7,1830,2.0,1865.0,1830,1,1967
5,1000,2.0,1000.0,1000,1,1963
5,810,2.0,782.0,810,1,1971
7,1700,1.0,430.0,880,2,1980
4,1350,2.0,967.0,1350,1,1954
5,1150,1.0,799.0,799,1,1942
6,2009,3.0,672.0,1337,2,1928
6,3672,2.0,1836.0,1836,3,1935
5,1560,2.0,1776.0,1560,2,1962
5,1488,2.0,0.0,1488,1,1952
5,1057,1.0,1057.0,1057,1,1955
6,1609,1.0,1000.0,1068,1,1953
6,2559,2.0,868.0,1313,2,1989
6,1440,4.0,1344.0,1440,2,1993
7,1876,3.0,1308.0,1308,2,2005
7,1208,2.0,1208.0,1208,2,2005
6,1846,2.0,1836.0,1846,2,2006
8,1590,3.0,1570.0,1590,2,2005
7,1809,2.0,945.0,945,2,2005
7,1614,2.0,1614.0,1614,2,2005
7,1596,2.0,784.0,784,2,2005
6,1388,2.0,1388.0,1388,2,1968
5,1100,2.0,1100.0,1100,1,1996
6,1499,2.0,781.0,795,2,1995
7,1425,2.0,1425.0,1425,2,1998
7,1749,2.0,842.0,856,2,1999
7,1779,2.0,951.0,951,2,1999
6,1388,1.0,675.0,686,1,1977
6,1282,3.0,995.0,1282,2,1978
5,864,1.0,864.0,864,1,1972
7,1762,2.0,826.0,878,2,2002
6,1755,2.0,840.0,840,2,1999
8,1358,2.0,1348.0,1358,1,2002
7,1909,2.0,872.0,872,2,2002
8,2214,3.0,1090.0,1090,2,1999
7,2049,2.0,1065.0,1065,2,1996
7,1939,3.0,1054.0,1070,2,1998
7,1995,2.0,930.0,950,2,1995
6,848,2.0,848.0,848,1,2003
7,1390,2.0,1390.0,1390,2,2003
7,1737,2.0,851.0,851,2,2006
7,1611,2.0,784.0,784,2,2005
7,1336,2.0,1336.0,1336,2,2005
4,1436,2.0,676.0,760,2,1910
6,1012,0.0,976.0,1012,2,1975
5,1176,1.0,1176.0,1176,1,1969
7,1724,2.0,796.0,806,2,2003
6,914,0.0,914.0,914,1,2002
7,2314,2.0,1150.0,1164,2,2003
6,1072,2.0,547.0,1072,1,2005
7,1709,2.0,970.0,970,2,2004
4,936,1.0,624.0,624,1,1948
6,1338,2.0,832.0,846,2,1915
4,1669,1.0,1093.0,1093,1,1924
4,1482,2.0,954.0,1482,2,1954
4,1414,0.0,864.0,964,1,1922
2,498,1.0,498.0,498,1,1922
4,1273,1.0,616.0,1055,1,1910
5,1551,1.0,1058.0,1058,2,1938
6,1340,1.0,780.0,816,1,1945
7,1479,1.0,624.0,743,1,1926
6,1510,1.0,755.0,755,1,1920
7,1636,1.0,818.0,818,1,1919
5,1465,1.0,992.0,992,2,1939
5,1288,1.0,824.0,824,1,1941
6,1550,1.0,817.0,940,1,1920
5,1717,1.0,901.0,1125,1,1940
7,1671,2.0,1022.0,1122,2,1929
7,1609,3.0,637.0,959,1,1932
6,1801,2.0,697.0,1104,1,1930
5,2315,1.0,1168.0,1278,2,1950
5,976,1.0,976.0,976,1,1942
6,1285,2.0,861.0,861,1,1926
4,672,0.0,432.0,672,1,1925
4,641,1.0,641.0,641,1,1925
6,1638,1.0,967.0,967,2,1957
3,729,0.0,0.0,729,1,1945
5,1396,0.0,660.0,1060,2,1951
3,936,0.0,216.0,576,1,1916
8,1778,2.0,1573.0,1778,2,2005
8,1646,2.0,1594.0,1646,2,2004
6,1625,2.0,1625.0,1625,2,1979
6,1664,2.0,1664.0,1664,2,1978
8,1491,2.0,1491.0,1491,2,2001
6,1210,2.0,1128.0,1210,2,1975
6,1650,2.0,1632.0,1650,1,1958
6,1403,2.0,1381.0,1403,2,2000
8,1960,3.0,1728.0,1960,2,2005
9,1838,3.0,1838.0,1838,2,2005
1,1600,1.0,0.0,1600,1,1951
7,1368,4.0,1288.0,1368,2,1997
5,1304,1.0,264.0,616,1,1977
5,874,1.0,864.0,874,1,1968
5,1652,3.0,1652.0,1652,2,1970
4,630,0.0,630.0,630,1,1970
4,1092,1.0,546.0,546,1,1972
5,1360,1.0,1104.0,1360,1,1969
4,1092,1.0,546.0,546,1,1970
4,1092,0.0,546.0,546,1,1970
4,1092,0.0,546.0,546,1,1970
4,1092,1.0,546.0,546,1,1970
5,1224,2.0,1224.0,1224,1,1960
5,970,0.0,912.0,970,1,1992
7,2000,3.0,996.0,996,2,1993
